,headline,date,snippet,source,headline_sentiment,snippet_sentiment
575,BRIEF-Corem signs ten-year lease agreement with Postnord Sverige AB,18/11/2015,"Nov 18 (Reuters) - Corem Property Group :* Rents 3,480 sqm",reuters,0.0|0.714|0.286|0.4939,0.0|0.72|0.28|0.5423
576,"What to Watch in the Day Ahead - Tuesday, Nov 17",16/11/2015,", and FINRA.Chile's SQM, the world's largest lithium producer which has been",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
577,"BRIEF-Affine acquires office complex of almost 11,000 sqm in Chaville",16/11/2015,"Nov 16 (Reuters) - Affine RE SA :* Acquires an office complex of almost 11,000 square metres in Chaville* Office complex acquired from LBO",reuters,0.0|1.0|0.0|0.0,0.0|0.863|0.137|0.5423
578,BRIEF-Hemfosa Fastigheter signs 20-year lease with Quality Hotel Winn Haninge,16/11/2015,"(Najaden) property in Haninge* A total of 6,740 sqm will be refurbished",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
579,Chile's Oro Blanco seeks buyer or partner for SQM shares,13/11/2015,"SQM's indirect controllers, Oro Blanco, said late onThursdayaround 20 percent of SQM, the world's biggest producer of keybattery",reuters,0.0|0.804|0.196|0.296,0.0|1.0|0.0|0.0
580,Fitch Affirms FUNO's Ratings at 'BBB'; Outlook Stable,05/11/2015,approximately 6.8 millionsquare meters (sqm) of Gross Leasable Area that FUNO's GLA could increase at year-end 2015 to around 7 million sqm,reuters,0.0|0.761|0.239|0.296,0.112|0.651|0.236|0.5319
581,Fitch Upgrades Beijing Capital Land to 'BB+'; Outlook Stable,30/10/2015,",with average land cost of CNY7,078 per square metre (sqm). BCL also of10.9 million sqm(attributable 8.95 million sqm) at end-2014, among",reuters,0.0|0.784|0.216|0.296,0.0|1.0|0.0|0.0
582,BRIEF-Icade signs two new leases in EQHO tower,06/10/2015,"tower, 3,717 sqm withthe laboratory Celgene, on 14th and 13th floors, and 1,858 sqmwith Mersen on the 12th floor* These new signatures raise",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
583,"BRIEF-DO Deutsche Office signs 10-year lease for 4,320 in Ismaning",30/09/2015,"for 4,320 sqm in its ""together""office building at Gutenbergstrasse 1",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
584,BRIEF-Entra terminates and signs new lease contracts at Langkaia 1 in Oslo,14/09/2015,"agreed on early termination for 7,400 square meters(sqm) office space* Signed a new lease contract with Resurs Bank for 1,450 sqm of vacated",reuters,0.0|1.0|0.0|0.0,0.0|0.909|0.091|0.2732
585,BRIEF-Entra sells property in Arendal NOK 33 million,02/09/2015,"Agder* The property is 5,800 sqm and the transaction price is 33 million",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
586,"BRIEF-FastPartner leases 1,700 sqm to Må Bättre in Gävle",13/08/2015,"Aug 13 (Reuters) - FastPartner AB :* Says has signed 15-year lease contract with Må Bättre* Leases 1,700 square metres in the property",reuters,0.0|1.0|0.0|0.0,0.0|0.857|0.143|0.5423
587,"BRIEF-DO Deutsche Office leases 2,800 sqm in Sigmund-Schuckert-Haus in Nuremberg",10/08/2015,"Aug 10 (Reuters) - DO Deutsche Office AG :* Leases 2,800 square metres in the Sigmund-Schuckert-Hausin Nuremberg, bringing it to full",reuters,0.0|1.0|0.0|0.0,0.0|0.844|0.156|0.5423
588,BRIEF-Patrizia Immobilien says Patrizia France acquires office building in Brussels,29/07/2015,sqm office buildingof high environmental qualities* Purchase price,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
589,"LATAM WRAP-Region recovers losses, SQM bonds fall",10/07/2015,"in Chile, SQM saw its bonds drop by as much asthree points, after it failed a scandal over possibleillicit payments and fake tax receipts at SQM",reuters,0.31|0.69|0.0|-0.4019,0.352|0.648|0.0|-0.886
590,Fitch Affirms Indonesia's Multipolar at 'B+'; Stable Outlook,09/07/2015,Hypermartstores in 2015 and 2016- Stable productivity of IDR2.8m/sqm,reuters,0.0|0.761|0.239|0.296,0.0|0.784|0.216|0.296
591,BRIEF-Entra renews and extends lease contract in Valkendorfsgate 6 in Bergen,02/07/2015,"* Norconsult will lease a total of 5,200 sqm under the newlease, thus adding another 930 sqm to the previous contract* The new contract has",reuters,0.0|0.857|0.143|0.128,0.0|1.0|0.0|0.0
592,Fitch Revises Sunshine's Outlook to Positive; Affirms at 'B-',02/07/2015,"has a large land-bank of 10.6m sqmat end-2014, 13 times from a low average land cost of around CNY900/sqm (12%of the selling",reuters,0.0|0.69|0.31|0.5574,0.1|0.9|0.0|-0.2732
593,"BRIEF-TLG Immobilien lets 1,200 sqm of office space in Berlin to MeinFernbus FlixBus",02/07/2015,"July 2 (Reuters) - TLG Immobilien AG :* Lets 1,200 square metres of office space in Berlin toMeinFernbus FlixBus* Lease to begin latest",reuters,0.0|1.0|0.0|0.0,0.0|0.851|0.149|0.5423
594,Enersis chairman resigns amid Chile campaign finance probe,30/06/2015,"Chilean company, fertilizer maker SQM , saw a quarter of its value",reuters,0.247|0.753|0.0|-0.3182,0.0|0.789|0.211|0.34
595,Fitch Affirms China's Franshion at 'BBB-'; Outlook Stable,26/06/2015,"to 20,847,000 sqm and would sustain morethan 10 years development",reuters,0.0|0.761|0.239|0.296,0.0|1.0|0.0|0.0
596,Germany's K+S confirms takeover proposal from Potash Corp,25/06/2015,", Jordan's Arab Potash Co PLC  and Chile’s SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
597,BRIEF-Alstria Office Reit selles two assets in Munich,24/06/2015,"150 comprise a total lettable area of 13,100 sqm and were sold",reuters,0.0|0.805|0.195|0.1779,0.0|1.0|0.0|0.0
598,Fitch Assigns China Overseas Land's First EUR Notes 'BBB+(EXP)' Ratings,23/06/2015,", it acquired 17 pieces of land with total attributable GFAof 8.6m sqm attributable GFA of 11.7m sqm for CNY42.6bn in 2013. The total",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
599,"Sellers cancel deals, hold out for better offers as Shenzhen house prices heat up",17/06/2015,"the first batch launched in October last year at 43,000 yuan/sqm and 47,000 yuan/sqm in November.In contrast, property markets in other first-tier",reuters,0.118|0.71|0.172|0.2263,0.0|0.933|0.067|0.128
600,Fitch Upgrades Pakuwon to 'BB-'; Outlook Stable,17/06/2015,"andSurabaya. Its retail malls' net leaseable area (NLA) of 512,000 sqm",reuters,0.0|0.732|0.268|0.296,0.0|1.0|0.0|0.0
601,BRIEF-Entra: New lease contract in Moloveien 10 in Bodø,11/06/2015,"contract with the CountyGovenor of Nordland for 4,045 sqm in Moloveien 10",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
602,BRIEF-Kungsleden buys properties for 385 mln SEK,05/06/2015,"of 24,000 sqm toprice of msek 385.* The urban portfolio in Stockholm",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
603,"BRIEF-TLG Immobilien lets 1,300 sqm of office space on Berlin's Alexanderplatz",29/05/2015,"May 29 (Reuters) - TLG Immobilien AG :* Lets 1,300 square metres of office space on Berlin'sAlexanderplatzSource text for Eikon",reuters,0.0|1.0|0.0|0.0,0.0|0.837|0.163|0.5423
604,Fitch Assigns 'BB-(EXP)' to CIFI's Proposed USD Senior Notes,26/05/2015,"(ASP) of CNY12,235/sqm in 2014 compared with belowCNY10,000/sqm two-tier cities.Substantial JV: CIFI has 9.6m sqm of gross floor area (GFA",reuters,0.0|1.0|0.0|0.0,0.14|0.86|0.0|-0.4767
605,Fitch Downgrades Xinyuan to 'B' from 'B+'; Outlook Stable,26/05/2015,"Its total sellable GFA as of March 2015 was 3.2 millionsqm, a 29% increase compared with the 2.5 million sqm land bank inmid-2014. Its",reuters,0.0|0.784|0.216|0.296,0.0|0.905|0.095|0.3182
606,"Potash Corp evaluating SQM, ICL stakes; other holdings 'strategic'",21/05/2015,"ICL.TA> and SQM .Tilk, speaking at a BMO  and ICL minority stakes, it will consider whether it should",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
607,"Potash Corp evaluating SQM, ICL stakes",21/05/2015,"and SQM.Tilk, speaking at a BMO investor conference in NewYork, said if Potash Corp could not build on its SQM and ICLminority stakes",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
608,"BRIEF-Publity buys ca. 9,000-sqm property in Neu-Isenburg",19/05/2015,"May 19 (Reuters) - Publity AG :* Acquired ca. 9,000-sqm property",reuters,0.0|1.0|0.0|0.0,0.0|0.72|0.28|0.5423
609,Fitch Affirms Golden Wheel Tiandi at 'B'; Outlook Stable,06/05/2015,"sales by GFA to stabilise between 160,000 sqmand 200,000 sqm for 2015",reuters,0.0|0.784|0.216|0.296,0.0|1.0|0.0|0.0
610,"BRIEF-DO Deutsche Office finalizes 10-year lease agreement for 2,520 sqm of office space",06/05/2015,"May 6 (Reuters) - DO Deutsche Office AG :* Finalized 10-year lease agreement in AM SEESTERN 1property in Dusseldorf for 2,520 square",reuters,0.0|0.789|0.211|0.4939,0.0|0.729|0.271|0.7717
611,Fitch Revises Modern Land's Outlook to Positive; Affirms at 'B',05/05/2015,"to CNY5,700/sqm-CNY6,700/sqm in 2015-2018Edue to more projects located",reuters,0.0|0.714|0.286|0.5574,0.0|1.0|0.0|0.0
612,Fitch Rates Jababeka's US Dollar Notes Final 'B+',04/05/2015,"for the issuerinclude:- Cikarang industrial sales volume of 250,000 sqm in 2015 and2016- Kendal industrial sales volume of 125,000 sqm in 2015",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
613,Chile's SQM delays U.S. report filing as payment probe continues,30/04/2015,"SANTIAGO, April 30 (Reuters) - Chilean fertilizer firm SQM,which internal investigation into possible illicitpayments.SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
614,"What to Watch in the Day Ahead - Thursday, April 30",29/04/2015,"stakes in ICL, Sinofert, Arab Potash Co and Chile'sSQM. Investors",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
615,Fitch Assigns Jababeka's USD Notes 'B+(EXP)' Rating,28/04/2015,"industrial sales volume of 250,000 sqm in 2015 and2016- Kendal industrial sales volume of 125,000 sqm in 2015 and250,000 sqm in 2016 - Its power",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
616,Fitch Affirms China Vanke at 'BBB+'; Outlook Stable,28/04/2015,(sqm) in 2014. Itcash collection rate hit 90.2% at end-2014 from 86-thirds are in Tier 1 and2 cities. Its land bank of 38.09m sqm,reuters,0.0|0.761|0.239|0.296,0.0|1.0|0.0|0.0
617,Chile's Bachelet apologises for slow response to scandals,24/04/2015,for invoicinglithium producer SQM and financial groupPenta for services,reuters,0.291|0.545|0.164|-0.34,0.0|1.0|0.0|0.0
618,Fitch Rates Jingrui's Proposed USD Notes 'B(EXP)',23/04/2015,"to CNY9,210 per sqm, due to a bigger proportion oflower-priced projects sqm landcosts due to the higher-tier city focus - Contracted sales",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
619,Chairman Julio Ponce not standing for new board at Chile's SQM,22/04/2015,"shareholder of Chilean fertilizer firm SQM, Julio Ponce, did notinclude is putting forward threenew nominees, the statement said.SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
620,Power slips from Pinochet cronies as Chile's lithium giant reboots board,22/04/2015,* Shareholders will vote for new SQM board on Friday inSantiago Potash Corp yet to make decision on nominees* SQM is top global,reuters,0.0|1.0|0.0|0.0,0.0|0.921|0.079|0.2023
621,BRIEF-WCM Beteiligungs- und Grundbesitz acquires office property in Berlin-Mitte,20/04/2015,"22.0 million euros ($24 million)or around 2,290 euros per sqm* Closing",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
622,"Fitch: Vanke Results Show Its Superior Cash Management, Asset Turnover",13/04/2015,"21.2% to18.06m sqm, while the average selling price (ASP) for contracted sales increased4% to CNY11,909 per sqm. Vanke's cash (both",reuters,0.0|0.571|0.429|0.7184,0.0|1.0|0.0|0.0
623,"BRIEF-Atakule GYO buys 2,470 sqm land at 1.2 million lira",03/04/2015,"April 3 (Reuters) - Atakule GYO :* Buys 2,470 square meters land at 1.2 million lira($467,599) for real estate projectSource text",reuters,0.0|1.0|0.0|0.0,0.0|0.837|0.163|0.5423
624,Fitch Revises Outlook on China Properties Group to Negative,02/04/2015,"sqm,90% of which was from the Chongqing Manhattan project.Short will be more than CNY20,000 per sqm, and for residential propertiesat around",reuters,0.316|0.684|0.0|-0.5719,0.0|1.0|0.0|0.0
625,Fitch: Shimao Results Within Expectations; No Rating Impact,02/04/2015,"floor area rose 10.5% to 5.79m sqm, while the average selling price(ASP) for contracted sales decreased 5.3% to CNY12,129 per sqm. EBITDA",reuters,0.239|0.761|0.0|-0.296,0.0|1.0|0.0|0.0
626,BRIEF-Dogus GYO enters rental agreement with Dogus Oto Pazarlama,01/04/2015,"4,290 sqm property in Dogus Center Maslak to DogusOto Pazarlama ve",reuters,0.0|0.714|0.286|0.4939,0.0|1.0|0.0|0.0
627,Chile's SQM sees Q1 results hit by extra expenses following scandal,31/03/2015,"SANTIAGO, March 31 (Reuters) - Chilean fertilizer group SQM.SQM, which has rights to some of the world's largest nitrate",reuters,0.225|0.775|0.0|-0.4404,0.0|1.0|0.0|0.0
628,BRIEF-Merlin buys office building and warehouse for 57.9 mln euros,31/03/2015,"a gross leaseable area (GLA) of 9,315 sqm andis fully let to the Ministry",reuters,0.0|1.0|0.0|0.0,0.205|0.795|0.0|-0.4767
629,Southern Copper hit by conflicting remarks on Peru mine's future,27/03/2015,struggling with these issues.Fertilizer group SQM ,reuters,0.231|0.769|0.0|-0.4019,0.359|0.641|0.0|-0.4215
630,"BRIEF-Yapi Kredi Koray GYO's unit sells 223,823.63 sqm land for 28.2 mln lira",27/03/2015,sqm land for 28.2 million lira ($10.82 million) plusVAT to Eseyel,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
631,BRIEF-Entra: new lease contract in Oslo with Vitec Software Group AB,27/03/2015,"with Vitec SoftwareGroup AB for 1,500 sqm in Biskop Gunnerusgate 14",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
632,U.S.-based shareholder of Chile's SQM demands board shake-up,27/03/2015,"of SQM has demanded an overhaul of the board andresignation of its.SailingStone Capital Partners, which holds almost 15 percentof SQM's Nasdaq",reuters,0.0|1.0|0.0|0.0,0.087|0.913|0.0|-0.2263
633,Fitch: Guangzhou R&F Results Within Expectations; No Rating Impact,27/03/2015,"contractedsales by gross floor area rose 20% to 4.05m sqm, while the average per sqm. EBITDA margin dropped to 28.2% in 2014 from 33.7% in 2013",reuters,0.216|0.784|0.0|-0.296,0.11|0.89|0.0|-0.4767
634,Fitch Affirms China Overseas Grand Oceans at 'BBB'/ Stable,25/03/2015,") rose 13% to1.85m sqm, but the average selling price fell 7% to HKD9,763 per sqm. COGO focuseson Tier 3 cities that are regional",reuters,0.0|0.574|0.426|0.6369,0.0|1.0|0.0|0.0
635,Fitch Affirms China Overseas Land at 'BBB+'; Outlook Stable,25/03/2015,"with total attributable GFAof 8.6m sqm at a land premium of CNY38.3bn, compared with 24 pieces of land withtotal attributable GFA of 11.7m sqm",reuters,0.0|0.784|0.216|0.296,0.0|1.0|0.0|0.0
636,SQM says uncovers $11 mln in questionable payments linked to ex-CEO,25/03/2015,"SANTIAGO, March 25 (Reuters) - Chilean fertilizer companySQM, which",reuters,0.18|0.82|0.0|-0.296,0.0|1.0|0.0|0.0
637,Fitch: Sino-Ocean Land's Aggressive Expansion May Pressure Rating,22/03/2015,"sales by gross floor area (GFA) rose 12% to 2.93m sqm, while the averageselling price remained flat at CNY13,700 per sqm. Fitch considers",reuters,0.388|0.612|0.0|-0.4215,0.124|0.876|0.0|-0.4767
638,Fitch Rates China-based Shimao's USD Notes Final 'BB+',19/03/2015,"area (GFA) rose 10% to 5.79 million sqm,but the average selling price fell 5% to CNY12,130 per sqm. Fitch believes thecompany's improved",reuters,0.0|1.0|0.0|0.0,0.0|0.871|0.129|0.4767
639,Potash Corp undecided about stake in Chile's SQM,18/03/2015,"fertilizer group SQM ,Potash spokesman Randy Burton said.The company's three representatives on SQM's board havequit, Potash Corp said",reuters,0.213|0.787|0.0|-0.2263,0.0|1.0|0.0|0.0
640,Potash Corp says quit SQM board over handling of allegations,18/03/2015,of Chilean fertilizer group SQM due to concerns that SQM that anappropriate investigation is conducted or that SQM collaborate,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
641,Potash Corp representatives resign from SQM board as scandal deepens,18/03/2015,"SANTIAGO, March 18 (Reuters) - Chilean fertilizer group SQMsaid in thedual share structure of SQM , which hasrights to some",reuters,0.398|0.602|0.0|-0.6486,0.0|0.885|0.115|0.296
642,Chile's SQM fires CEO tied to campaign finance scandal,17/03/2015,"SANTIAGO, March 17 (Reuters) - Chile's SQM has fired itschief to the 1973-1990 dictatorship of AugustoPinochet.SQM, which has",reuters,0.266|0.734|0.0|-0.4404,0.184|0.816|0.0|-0.5574
643,Fitch Rates China's Shimao Proposed USD Notes 'BB+(EXP)',10/03/2015,"by gross floor area (GFA) rose 10% to 5.79 million sqm,but the average selling price fell 5% to CNY12,130 per sqm. Fitch believes",reuters,0.0|1.0|0.0|0.0,0.124|0.876|0.0|-0.4767
644,Fitch Rates Times Property's USD Senior Notes Final 'B+',09/03/2015,Good Land Bank Quality: Times Property had a land bank of 9.4msqm,reuters,0.0|1.0|0.0|0.0,0.0|0.775|0.225|0.4404
645,Fitch: Little Impact on Indonesian Developers from Proposed Luxury Tax Change,09/03/2015,properties as landed homes thatare larger than 350 square metres (sqm) or apartments larger than 150 sqm.Buyers pay the existing luxury tax,reuters,0.0|1.0|0.0|0.0,0.062|0.938|0.0|-0.1027
646,Fitch Rates Country Garden's USD Notes Final 'BB+',09/03/2015,"in 1H14were below 90 sqm, the segment that first-time homebuyers",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
647,Campaign finance scandal causes waves in Chile as case hit courts,04/03/2015,"-in-law Julio Ponce, chairman of massive nitrates firm SQM ",reuters,0.225|0.775|0.0|-0.4404,0.0|1.0|0.0|0.0
648,"BRIEF-Kungsleden leases 3,900 sqm to Brammer",03/03/2015,"March 3 (Reuters) - Kungsleden Ab* Kungsleden leases 3,900 sqm",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
649,Fitch Rates Country Garden's Proposed USD Notes 'BB+(EXP)',26/02/2015,"sqm, the segment that first-time homebuyers gravitate towards",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
650,Global firms fuel record surge in Manila office space,25/02/2015,"economy.Developers added 466,354 square metres (sqm) of office spacelast year, near the all-time high of 467,030 sqm in 2009,Colliers",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
651,BRIEF-Hemfosa invests 230 mln SEK in two community service properties,25/02/2015,"of 13,283 sqm following extension.A 25-year lease has been signed",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
652,Fitch Rates China's Shimao USD Notes Final 'BB+',10/02/2015,"area (GFA) rose 10% to 5.79m sqm, but theaverage selling price fell 5% to was CNY12,130 per sqm. Fitch believes theimproved internal",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
653,Fitch Affirms China Resources Land at 'BBB+' with Stable Outlook,10/02/2015,"toincrease to 4.81m sqm of gross floor area (GFA) by end-2016, making with GFA of 2.98msqm at end-2014. Fitch believes CR Land has one",reuters,0.0|0.804|0.196|0.296,0.119|0.881|0.0|-0.4767
654,Fitch: No Immediate Impact on COGO's Rating From Profit Warning,10/02/2015,"% to 1.85m sqm, but the average selling price fell 7% to HKD9,763 persqm",reuters,0.317|0.483|0.2|-0.1779,0.0|1.0|0.0|0.0
655,BRIEF-Entra signs new lease contracts in Stavanger and in Oslo,06/02/2015,"with the Norwegianmapping authority (Nautical Charts) for 3,927 sqm for 1,500 sqm in Grenseveien 92 at Helsfyr inOslo* The lease contract",reuters,0.0|1.0|0.0|0.0,0.0|0.939|0.061|0.0772
656,Fitch Rates Sino-Ocean Land's USD Notes Final 'BBB-',04/02/2015,Land's22.43m sqm of land bank are located in Tier 1 and 2 cities,reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
657,Potash Corp's profit beats on higher potash sales; outlook misses,29/01/2015,"APOT.AM> and Chile’s SQM , with an eye toward taking",reuters,0.148|0.625|0.227|0.25,0.0|1.0|0.0|0.0
658,BRIEF-DO Deutsche Office preliminary revenue of around 108 mln euros,29/01/2015,"acquiredproperty with a usable floor space of around 35,000 sqm",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
659,"What to Watch in the Day Ahead - Thursday, Jan. 29",28/01/2015,"and the company's equity stakes in fertilizer companies Sinofert,SQM",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
660,Chile to consider public-private partnerships to develop lithium,27/01/2015,", with thewinner of bidding process, fertilizer producer SQM,having its rights",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
661,AEW Europe buys Prague logistics park for EUR 150 mln,26/01/2015,"the Prague Airport and includes a 125,000 sqm warehousebeing built",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
662,"What to Watch in the Week Ahead and on Monday, Jan. 26",23/01/2015,"company's equity stakes in fertilizer companiesSinofert, SQM, Israel Chemical",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
663,Fitch Revises Country Garden's Outlook to Positive; Affirms 'BB+',23/01/2015,"% of its residential properties sold in 1H14were below 90 sqm, the segment",reuters,0.0|0.69|0.31|0.5574,0.0|1.0|0.0|0.0
664,BRIEF-Entra signs lease contract with Norwegian Medicines Agency in Oslo,21/01/2015,"with Norwegian MedicinesAgency for a total of 6,500 sqm in Strømsveien",reuters,0.0|1.0|0.0|0.0,0.0|1.0|0.0|0.0
665,Fitch Affirms China South City at 'B+'; Outlook Revised to Stable,16/01/2015,"of CNY283/sqm would likely support EBITDA margins at above 30% over 880,000 sqm outside Shenzhen have yet to make materialcontributions",reuters,0.0|0.82|0.18|0.296,0.0|0.876|0.124|0.4019
666,"BRIEF-Alstria Office REIT leases 3,500 sqm in Munich",12/01/2015,"Jan 12 (Reuters) - Alstria Office REIT AG :* Announces signature of a new lease for its asset Suedlichtin Hofmannstrasse 51, Munich* Says",reuters,0.0|1.0|0.0|0.0,0.0|0.76|0.24|0.7184
667,Fitch Rates CIFI's USD200 million Senior Notes Final 'BB-',12/01/2015,"in contracted average selling price (ASP) toCNY12,000/sqm in 1H14 from below CNY10,000/sqm two years ago and a bigger share for officesales in its",reuters,0.0|1.0|0.0|0.0,0.0|0.905|0.095|0.296
668,Fitch Affirms China's Modern Land at 'B'; Outlook Stable,06/01/2015,million sqm(excluding presold properties) at end-2013 is smaller than the average 10 millionsqm for its peers. Its scale is commensurate,reuters,0.0|0.784|0.216|0.296,0.0|1.0|0.0|0.0
